,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,x,y,c
4,08y9GfoqCWfOGsKdwojr5e,lady of the evening,0,163080,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-0.9728551220222758,-1.5244185009102993,3,-1.3152882502934997,0,-0.36612662979955685,1.545529112641443,0.062012777266752486,0.5265952429156162,-1.382742179670397,-0.5121892710456935,4,-46.48293685913086,-5.1493239402771,71
5,0BRXJHRNGQ3W4v9frnSfhu,ave maria,0,178933,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-2.0264204653608613,-1.1155633183213851,5,-0.4198851463765736,1,-0.3705737229226431,1.5598624668976242,0.500431983703351,-0.6305961735714463,-1.9342207501614619,0.014317357583945258,4,-51.1097526550293,29.03164291381836,57
6,0Dd9ImXtAtGwsmsAD69KZT,la butte rouge,0,134467,0,['Francis Marty'],['2nuMRGzeJ5jJEKlfS7rZ0W'],1922,-0.3226547958476062,-0.7424333458615993,4,-0.516165050023555,1,0.10637701452835688,1.476729012211772,-0.425119674329468,-0.31973321921275577,0.6780257368021964,-1.0990034357859948,5,-1.9965218305587769,-37.70862579345703,94
7,0IA0Hju8CAgYfV1hwhidBH,la java,0,161427,0,['Mistinguett'],['4AxgXfD7ISvJSTObqm4aIE'],1922,-0.0035750061507779825,-1.4212123383150395,4,-0.6977214397578625,1,-0.2983084596724916,1.5569957960463883,-0.42506159315254693,0.6025477972091882,0.39471865977300763,0.4913012518252171,3,-8.123656272888184,-28.52044105529785,84
8,0IgI1UCz84pYeVetnl1lGP,old fashioned girl,0,310073,0,['Greg Fieler'],['5nWlsH5RDgFuRAiDeOFVmf'],1922,-0.45510301043874274,-0.2660972108065534,0,-1.1820683019819629,0,-0.36112365003608493,0.4877275685352497,-0.4009504103848863,-0.5801419767907164,-0.03218241520248246,0.7219145821113405,4,-28.52045440673828,-17.84845542907715,68
20,0pXUGQcBxfoQXg2e7G9Wwk,ta bouche,0,180933,0,['Jeanne Saint Bonnet'],['4ZACxcKyd37u9WSxCAvLP2'],1922,-1.3762201391861912,-0.9448762032599937,7,-0.7576507675381263,1,-0.3016437795148063,1.565595808600097,-0.11335490530788692,-0.6072678890384207,-1.3090047212655396,-1.4073614115094857,3,-58.41899108886719,-13.241310119628906,71
36,1MD0Obbza9l0t0Zpgcwagy,and mimi,0,186147,0,"['Dick Haymes', 'Gordon Jenkins', 'His Orchestra']","['3BiJGZsyX9sJchTqcSA7Su', '58wzyK6DupVsypvs3QV2Fo', '6lXiGaWjISZnER53ZJe6QO']",1922,-1.6832591821020078,-1.2664030944221498,9,-1.0859848879342608,0,-0.33110577145525266,1.519729074980316,-0.1204745334466009,0.7110514462000049,-1.2663146137679906,-1.385254247854435,3,-50.19793701171875,4.0276713371276855,71
37,1O9iZyzufN1fUdVO97mmm5,how high the moon,0,175333,0,"['Dick Haymes', 'Harry James', 'His Orchestra']","['3BiJGZsyX9sJchTqcSA7Su', '5MpELOfAiq7aIBTij30phD', '6lXiGaWjISZnER53ZJe6QO']",1922,-1.4183627529197347,-0.9329677998836176,0,-0.26858815493131727,1,-0.3138732856032935,1.545529112641443,0.6128471648409404,-0.021348184488009264,-1.1382442912753434,-0.041656099329907305,4,-40.35493087768555,25.55992317199707,57
45,1kXWSsJkBVZ1jSoI8NnEDm,marta,0,177693,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-1.8578500104266873,-0.7900669593671037,0,0.16368896348370116,1,-0.41337699423234825,1.5397957709389705,-0.3677879319492975,0.607972979658729,-0.9286746726510119,-0.5835503889838818,4,-35.60761260986328,1.2730610370635986,71
46,1l1Wk0nOkuMCzioN6l2yfJ,carol of the bells,0,286370,0,['Grandcubby Trio'],['4XVZpokXbUzg6QeomBANY9'],1922,-1.0932625898324,0.8255064320279268,10,-0.2736968845125856,1,-0.170454532383762,-0.9370078445291894,2.3890070268148516,2.772620777025527,-0.800604350158365,1.0523461239767287,3,-14.414504051208496,37.12034606933594,45
47,1lia44teZBfbv0PnPkc5dK,machinalement,0,145400,0,['Victor Boucher'],['7vVR02JJYvsEAEPNHQMx0Q'],1922,-0.6417345855444349,-1.3854871281859111,4,-1.2987831239540173,1,-0.21881667009732494,1.565595808600097,0.8788964268665683,-0.7217392387237325,0.460694280451038,1.9698942082008004,4,32.929927825927734,14.90882396697998,37
51,1v0HtSUeQOu3ba28pvYE5y,chicago (that toddlin' town),0,111256,0,['Jim Chapman'],['0DhFxctImIYNNSEHuLQi5U'],1922,-0.4370418902672241,-0.40899805132306705,4,-0.225949911887654,0,0.0007585528550584887,0.5049275936426675,-0.425119674329468,0.5808470674110248,0.9302854629240772,2.0893669649749045,4,4.68705940246582,-12.214695930480957,87
59,2IMcezGQzHgqH8gIvXJM3Q,till the end of time,0,182227,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-2.140807559780479,-1.2227389487087705,8,-1.0258590705547173,1,-0.3461147107456688,1.5369291000877339,2.0330256198791523,0.10885619430097117,-1.332290234446021,-1.11465987691556,3,-35.33027267456055,41.71438980102539,57
62,2SiNuAZ6jIU9xhClRKXcST,sketch,0,87040,0,['Uli'],['45tIt06XoI0Iio4LBEVpls'],1922-02-22,0.42387150457516265,-2.1357562355755295,5,-3.8839967816751058,0,-0.37335315612457204,1.3649288490135565,3.018532041185352,-0.5909923416897981,-0.6065584069876875,-1.2958512653527778,4,22.012855529785156,73.982421875,45
73,38u3k7zUGTp48G1oA3ky3R,the girl that i marry,0,182920,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-2.2792761477621215,-1.552204775455177,7,-1.4964516608292484,1,-0.36557074315917115,1.534062429236498,2.5651241439304084,-0.34143394901091917,-1.6194782303386233,-0.9917937713129445,3,-24.494354248046875,66.35137939453125,45
79,3aynsWyvRwa1r5ekqaWxD3,mirage,0,176000,0,['Adolphe Bérard'],['4avV2NAdyMOjy4qqYfKNR7'],1922,-0.4009196499241869,-1.2862504333827767,4,-0.6564586239091564,1,-0.39114152861691703,1.5541291251951517,-0.425119674329468,0.5265952429156162,0.029912286612134343,-1.0097012458237984,4,-20.968467712402344,-19.733844757080078,91
84,3h8ioTTWfrC25hrHwQQpLc,all or nothing at all,0,164320,0,"['Dick Haymes', 'Harry James', 'His Orchestra']","['3BiJGZsyX9sJchTqcSA7Su', '5MpELOfAiq7aIBTij30phD', '6lXiGaWjISZnER53ZJe6QO']",1922,-1.966216731455799,0.051460212563477485,2,0.7063932366938285,0,-0.3600118767553133,1.0381283719726186,-0.4241379150808664,0.8249802776403627,-1.0101739687826965,-0.8819970983270687,3,-33.08045196533203,1.7415851354599,71
85,3hkX4bDXEzd4w6aTiDkvrR,keepsakes,0,180733,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-2.333459508276677,-0.730524942485223,0,0.09688249972865291,0,-0.327770451612938,1.545529112641443,0.8301831817069464,-0.6072678890384207,-1.7126202830605484,-1.1906574516689414,4,-48.21030044555664,30.21122932434082,57
89,42lF2Ke3RUCoptNImf3SBj,i ought to know more about you,0,185653,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,0.2613214230314951,-1.147319060658388,9,0.05149340229507568,0,-0.3527853504302982,1.545529112641443,-0.4251122174557859,0.0600295522551035,0.010507692295066593,0.46015635713185543,4,-13.362747192382812,-42.30607604980469,72
93,46NvxfK2FwCMpMsRTBFkjR,soft lights and sweet music,0,171080,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-1.4183627529197347,-0.8694563152096114,7,-0.5057511012617385,1,-0.39892394158231803,1.534062429236498,-0.27710635249830873,0.7761536355944951,-1.5496216907971794,0.24150374152840418,3,-47.18292236328125,4.961177349090576,71
96,4DE7VBCgyTjqV0Plc9Ra0U,hush-a-bye (wee rose of kilarney),0,156880,0,"['Dick Haymes', 'Victor Young', 'His Orchestra']","['3BiJGZsyX9sJchTqcSA7Su', '3HqN7Sq7rmpOEI9UV5ERuz', '6lXiGaWjISZnER53ZJe6QO']",1922,-1.7133610490545386,-1.643502534674061,0,-1.8837326610092489,1,-0.3572324435533844,1.5598624668976242,1.8718971935819408,-0.5313153347448487,-1.5806690417044877,-1.321855740533643,5,-42.80633544921875,39.51624298095703,57
100,4Vw0vSS31VCTYZXML5mMNX,serenade of the bells,0,181200,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-1.7735647829596006,-1.1393801250741373,0,0.2289235104445128,1,-0.28496718030323287,1.5311957583852613,-0.41526461011640603,-0.19495402287331634,-1.5457407719337657,-1.3196719021786605,4,-60.392494201660156,-5.417099952697754,71
102,4jhUNBqlFI21O7L0sKl507,as if i didn't have enough on my mind,0,148440,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-1.4665257400437843,-1.1751053352032659,0,-1.0971847950931952,1,-0.3255469050513949,1.5512624543439157,2.759977124568896,1.1125149474660276,-0.9325555915144255,-1.1486941577401288,4,-7.973012924194336,41.58507537841797,21
106,4vV7uBcF2AnjNTOejBS5oL,l'enfer,0,40000,0,['Uli'],['45tIt06XoI0Iio4LBEVpls'],1922-02-22,0.5623400925568054,-0.8615173796253606,10,-0.8081485945529719,0,0.829029647029872,-0.7191408598352309,2.7824601607964143,-0.6555520128393342,-1.7359057962410298,-1.227009960901107,5,11.886119842529297,33.002830505371094,45
108,4yTwNqT53nEaIMMxDsnNr3,when a gypsy makes a violin cry,0,180587,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,-1.5267294739488464,-0.7940364271592291,0,-0.10707370432352392,0,-0.3522294637899123,1.4566623162531176,-0.4169883095605157,0.852106189888067,-1.7126202830605484,-1.2079937684561848,5,-47.270816802978516,5.39406681060791,71
112,598LlBn6jpEpVbLjmZPsYV,graphite,0,104400,0,['Uli'],['45tIt06XoI0Iio4LBEVpls'],1922-02-22,0.4840752384802247,0.5635215577476518,7,0.3849362522724786,1,0.5232919948176926,-0.8768077566532273,2.580112834748754,-0.7011235454154773,-1.6078354737483826,-0.6193317404924367,4,11.3659029006958,30.394790649414062,45
130,6GhbZRE9N2TPf86zI1dIxQ,you'll never know,0,165253,0,"['Dick Haymes', 'The Pied Pipers']","['3BiJGZsyX9sJchTqcSA7Su', '5o8E07TcYqIefZpDejymAd']",1922,-1.033058855927338,-1.643502534674061,2,-0.9851857235038498,1,-0.37279726948418623,1.5598624668976242,0.14819774947223763,-0.6273410641017217,-1.2663146137679906,0.27762106816849447,3,-71.46340942382812,-31.38313865661621,71
146,7qiy1Sp4KTJKzQifOhY0IP,everytime i meet you,0,178653,0,"['Dick Haymes', 'Gordon Jenkins', 'His Orchestra']","['3BiJGZsyX9sJchTqcSA7Su', '58wzyK6DupVsypvs3QV2Fo', '6lXiGaWjISZnER53ZJe6QO']",1922,-1.6170350748064395,-1.052051833647379,7,-0.12632968505292033,1,-0.3905856419765313,1.545529112641443,0.03203539563006197,-0.10815110368066273,-1.468122394665495,-1.2570461376604012,4,-57.81057357788086,-6.996963977813721,63
149,2wAfHM7Whz67VFbdanhZlk,nobody knows you when you're down and out,41,177133,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.3034640367650385,-1.9836859244592062,4,-0.3589733705999118,1,-0.2855230669436187,1.565595808600097,-0.4141404583050301,-0.1678281106256121,-1.3245283967191939,-0.9623287522772609,4,-44.31936264038086,-58.70478057861328,94
150,3eMrYc092k7SIJfWJ7oasR,weather bird,38,161933,0,"['Louis Armstrong', 'Earl Hines']","['19eLuQmk9aCobbVDHc6eek', '2mY5u4CceAPrpBnse1WpFr']",1923,1.609885062504884,-1.1115938505292597,8,-0.42833419914559423,1,-0.059277204306605796,1.5311957583852613,2.992301832253248,-0.053899279185254376,1.3533056190361537,-0.4656231178148417,4,58.210723876953125,29.642610549926758,45
153,6XTvSCqGLLH0vzQQRn55hz,"empty bed blues, pt. 1",27,181173,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.8753995088631275,-1.905487408954336,5,-0.3931625608745544,1,-0.3160968321648366,1.5627291377488608,-0.4123418154068287,-0.5096146049466854,0.002745854568239492,-1.0956436844706376,4,0.3124997019767761,-81.55655670166016,94
154,6qRvnXftofjYJm1Mg98UWL,need a little sugar in my bowl,27,167640,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.7790735346150282,-2.0444187816787243,0,-0.6484025503386946,0,-0.2705141276532026,1.5541291251951517,-0.425119674329468,-0.4336620506531135,-0.5832728938072061,-1.4351465548874904,4,-4.211532115936279,-81.8313217163086,94
155,0V1iYWPXCBTaB6dhbiprGF,send me to the 'lectric chair,26,201480,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,1.2486626590745122,-1.7923575768787627,3,0.4751249783417937,1,-0.24216390899352774,1.5369291000877339,-0.4245913229781213,-0.33600876656137835,0.18902996001208947,-1.0379567543859534,4,26.799869537353516,-71.08964538574219,94
157,0rUf1j43orpfi6f4LbVo8D,careless love,25,205053,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.14091395522137096,-1.456937548444168,2,0.053261808688591726,1,-0.3694619496418716,1.5541291251951517,-0.4239280734094096,-0.7645981800751052,-0.26891846587070906,-0.6699967903280247,4,-23.849262237548828,-62.76442337036133,94
158,1yjck0Owf0HfhY5kWHiXIQ,me and my gin,23,169960,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.8814198822536337,-1.8598385293448942,5,-0.4558427430447319,1,-0.31164973904175036,1.5483957834926791,-0.425119674329468,-0.6501268303897932,-0.22622835837315997,-0.9255394753740988,4,-0.7463069558143616,-81.80249786376953,94
160,50zXyjVdFb3xAr3hnyYYn1,st. louis blues,23,189600,0,"['Bessie Smith', 'Louis Armstrong']","['5ESobCkc6JI4tIMxQttqeg', '19eLuQmk9aCobbVDHc6eek']",1923,-1.2558126713760676,-1.6990750837638164,10,-1.1321599437649559,1,-0.25606107500317227,1.5512624543439157,-0.3994140695760059,-0.5747167943411755,-1.142125210138757,-1.63159121429643,4,-64.34674835205078,-27.39994239807129,71
161,4ejUoPIMggFTVrAyvodqJQ,st. louis blues (with louis armstrong),23,190107,0,"['Bessie Smith', 'Louis Armstrong']","['5ESobCkc6JI4tIMxQttqeg', '19eLuQmk9aCobbVDHc6eek']",1923,-0.9367328816792388,-1.5760215822079293,10,-0.1540347185513374,1,-0.3044232127167352,1.5598624668976242,-0.4249424330605411,-0.4119613208549501,-1.0024121310558693,-1.6686156737916673,4,-60.33635711669922,-30.586748123168945,71
163,5lpBC66XQzpVDJuknDUuZd,baby won't you please come home,22,176067,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.7188698007099668,-1.9396248319666145,0,-1.2767762888347076,1,-0.38502677557267345,1.565595808600097,-0.4238643714734316,-0.3956857735063277,-0.43579797699749145,-1.3095254532062817,4,-3.954521894454956,-81.59011840820312,94
164,1xEEYhWxT4WhDQdxfPCT8D,snake rag,20,194533,0,"[""King Oliver's Creole Jazz Band""]",['08Zk65toyJllap1MnzljxZ'],1923,0.8693791354726212,-0.7186165391088469,0,-0.30611766839371185,0,-0.33777641113988205,1.5598624668976242,2.8836338238202446,-0.6018427065888798,1.3571865378995673,-0.42903542599060107,4,53.22699737548828,33.139068603515625,45
165,4ep3h4btBtuxsNeLFVzq5A,west end blues,18,195400,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.34560665049858197,-1.063960237023755,3,-0.3709592361559646,1,-0.29719668639172003,1.5369291000877339,1.935599129559908,-0.5475908820934713,-0.11368171133416702,-1.1314586334923462,4,24.69124984741211,16.285552978515625,37
166,6ktCV1ZtqlnXQeRFQvcXON,down hearted blues,17,205440,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,-0.4370418902672241,-1.9201744397852,0,-1.489181545655905,1,-0.3433352775437399,1.565595808600097,0.9838172625949851,-0.41738650330449095,0.014388611158480143,1.6061339332870685,4,-32.92842483520508,21.447446823120117,57
167,6N1wS1e5bMOubmVtkDLNrt,gimme a pigfoot and a bottle of beer,16,208827,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.7670327878340157,-1.365639789225284,7,-0.18822390882597967,0,-0.14710729348755922,1.4939290373191898,-0.3918447807127416,-0.32515840166229665,0.022150448885307244,-0.4893093645881105,4,4.960914611816406,-73.85470581054688,94
168,7GRsQLXMzDHYb8zZAnMCDK,sobbin' hearted blues,15,180533,0,"['Bessie Smith', 'Louis Armstrong']","['5ESobCkc6JI4tIMxQttqeg', '19eLuQmk9aCobbVDHc6eek']",1923,-0.8945902679456954,-1.836021722592142,0,-1.7617126198566462,1,-0.07817735007972235,1.5627291377488608,-0.4249799047875869,1.1504912246128136,-0.42415522040725084,-1.4709615039091986,4,-36.279727935791016,-7.2221879959106445,71
169,08XPnovoMlLsFB3LDGq0rX,muggles,14,168533,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.13489358183086475,-1.7030445515559418,10,-0.39394851927167257,1,-0.24549922883584244,1.545529112641443,0.609099992136354,-0.1786784755246938,-0.2650375470072955,-1.1164405451126993,4,-30.210966110229492,16.229351043701172,54
170,3rauXVLOOM5BlxWqUcDpkg,chimes blues,14,170827,0,"[""King Oliver's Creole Jazz Band""]",['08Zk65toyJllap1MnzljxZ'],1923,-0.10592135378938282,-1.4013649993544126,0,-1.1353037773534287,1,-0.25995228148587274,1.565595808600097,2.9773131414349026,0.6785003515027601,0.006626773431653042,-1.2816395172888164,4,17.356395721435547,55.49496841430664,31
172,1UdqHVRFYMZKU2Q7xkLtYc,pickin' on your baby,11,197493,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,-0.2624510619425442,-1.5442658398709264,0,-0.7537209755525354,1,-0.33833229778026785,1.5627291377488608,0.0657599499713388,0.7544529057963317,-0.9053891594705307,-0.5216973672681545,4,-38.055641174316406,-9.235647201538086,71
173,0F5F4GWA0Tz1ebZlLar2wG,work house blues,11,201267,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,-0.882549521164683,-1.9539149160182658,5,-0.651742873526447,1,-0.3916974152573028,1.565595808600097,0.03578256833464828,-0.24378066491918385,-0.5483446240364844,-1.3372434015579793,4,-54.92336654663086,-34.945377349853516,71
174,0Vl2DO5U6FjgBpzCtBN3OA,everybody loves my baby,10,152507,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,-0.2985733022855814,-1.3854871281859111,2,-0.7297492444404299,0,0.7400877845681471,1.565595808600097,0.320567693883208,0.18480874859454294,0.4374087672705567,2.09007251275113,4,1.3465343713760376,-36.9736328125,94
175,1h0wyCVd12PDSd6CLoGaVL,preachin' the blues,11,171027,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.8392772685200902,-1.417242870522914,8,0.3696100635286735,1,-0.33777641113988205,1.5569957960463883,-0.4172880833768826,0.032903640007399246,-0.23787111496340063,-0.4552078887372341,4,-2.5147228240966797,-79.03231048583984,94
177,3U6L5KW48YOsksN9Qvlydl,i've got the world on a string,11,195000,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,-0.11796210057039523,-1.4331207416914158,5,-0.29924053241892745,1,-0.36779428972071426,1.534062429236498,-0.32919205309205846,1.0148616633742926,-0.5483446240364844,0.38093342111573075,4,-34.89996337890625,-9.477245330810547,71
178,3tkC9PMf19ffJlh65EdANg,you've been a good old wagon,10,208360,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.23121955607896405,-1.6276246635055593,0,-0.21867979671431073,1,-0.28719072686477604,1.565595808600097,-0.3314403567148102,-0.2709065771668881,-0.7811997558412972,-1.3901930822880098,4,-34.82097625732422,-61.367286682128906,94
179,527J3xtyY4MdrpKtWcJNtL,long old road,11,206253,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,-0.03969724649381455,-1.8372125629297797,0,-0.5674488354355184,1,-0.28218774710130395,1.5512624543439157,-0.425119674329468,-0.15155256327698954,-0.22622835837315997,-1.3001181495232814,4,-22.21062469482422,-50.33697509765625,94
180,5SvyP1ZeJX1jA7AOZD08NA,tears,10,187227,0,"[""King Oliver's Creole Jazz Band""]",['08Zk65toyJllap1MnzljxZ'],1923,-1.2317311778140427,-0.7344944102773485,3,-0.31515618996057154,1,-0.2988643463128774,1.5598624668976242,2.6438147707267206,0.4126664114752584,0.7789296272509487,2.9091462859220796,4,2.6325459480285645,38.862762451171875,21
181,7qxfKQ5qlcunexI4f0qifa,there'll be a hot time in the old town tonight,10,199213,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.9416236161586957,-1.3021283045512781,7,0.7142528206650107,0,-0.19380177127996476,1.5483957834926791,-0.4250970788780593,-0.35770949635954175,0.10753066388040491,-1.1941851905500662,4,5.501046657562256,-74.10494232177734,94
182,1L0puqUCoINHyHjzzWXrHC,a monday date,8,192027,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,1.0921329509213509,-0.5796851663844584,0,-0.07150908685392486,1,2.0908923207055943,1.4939290373191898,-0.4184122351882585,0.1305569240991344,0.7711677895241216,-0.0239166123848207,4,57.88256072998047,-31.228534698486328,79
184,1v6v5llnekLbreJYIRfkKc,chicago breakdown,8,203307,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.24326030285997646,-0.8615173796253606,10,-0.05382502291876505,1,0.6011161244717018,1.534062429236498,2.722505397523033,-0.10272592123112188,0.2976956881876689,1.6812579726984567,4,52.455902099609375,48.31281661987305,10
186,2AYdjRjSm49s6MFZiSlcSX,"empty bed blues, pt. 2",10,200093,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,1.4232534873991922,-1.9666172129530672,5,-0.38098020571922186,1,-0.2616199414070301,1.5598624668976242,-0.42450139083321126,-0.558441246992553,-0.24563295269022772,-1.139656426701818,4,1.0172393321990967,-84.54874420166016,94
188,3IL7X89mdAJ4ISGrGXi3sB,texas moaner blues - 78rpm version,8,186427,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,-0.2684714353330504,-1.0718991726080058,11,-1.0545465520495323,1,-0.23438149602812677,1.5627291377488608,2.5089165533616136,0.74360254089725,-0.32325132995849876,-1.274752027092334,4,-5.7086687088012695,38.38249588012695,21
190,4GOd9yNQrpl6omACRgvCX2,song of the islands,8,208200,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.23723992946947026,-1.63556359908981,8,-0.6943811165701103,1,-0.3461147107456688,1.5082623915753708,2.44146744467906,-0.6490417938998851,-0.6647721899388908,0.8410177662407565,4,18.61746597290039,75.0005874633789,45
191,5bfjNeQIU43IJPNY6c56fB,hotter than that,8,179667,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,1.3750905002751426,-0.8773952507938622,8,-1.0663359280063052,1,0.14528907935536156,1.4996623790216623,2.5538826258166494,-0.46078796290081775,1.170902432455717,-0.33119946768739705,4,57.35921096801758,30.662233352661133,45
193,06Q9isDLNDaHJNPa5lM4Cg,struttin'with some barbecue,5,179840,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.977745856501733,-1.3100672401355289,8,-0.8916566742467821,1,0.1174947473360725,1.4709956705092992,2.152935146425914,-0.7277069394182275,1.0583557854167238,-0.7141103250986658,4,54.44825744628906,21.635986328125,45
194,0HUCWtOLhJhXwSRn6pvzQC,skid-dat-de-dat,6,181027,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.5683604659473116,-1.817762170748365,5,-0.8946040182359755,1,-0.30720264591866414,1.5598624668976242,2.448961790088233,-0.6832204433319925,-0.18741916973902448,0.10177168432269493,4,33.44162368774414,71.5909652709961,45
196,18NiVMY4Fz6MjnhrX8xFiM,that rhythm man,5,180600,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.9356032427681895,-0.6114409087214615,1,-0.22221660950134248,1,0.27314300664409114,1.4910623664679532,1.545893168282932,-0.44451241555219523,0.9846183270118669,-0.006479503058116263,4,51.00352478027344,14.868159294128418,45
197,1h0lfbm5uARsmDAkBikqfz,memories of you,5,191800,0,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],['0ceJesJTMQFYalVhYf4aed'],1923,0.30948441015554473,-1.63556359908981,3,-1.015052142594342,1,-0.3238792451302375,1.5541291251951517,-0.12347227161026994,-0.36855986125862344,-1.149887047865584,-0.32226252918854653,4,-37.31730651855469,-62.04996871948242,94
199,2DAK09fP0bobALaArOEeCI,(what did i do to be so) black and blue,5,180307,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.7068290539289543,-1.405334467146538,0,-0.37862233052786715,1,-0.31498505888406503,1.5426624417902064,-0.3976903701318962,0.7110514462000049,-0.6414866767584094,-0.51638896018989,4,-11.27641773223877,-35.94023513793945,74
200,2GnYkuVM8jQh4sFGGmDfcV,weary blues,5,177307,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.056628727754284076,-1.1751053352032659,5,-0.6576375615048338,1,0.6622636549141379,1.3104621028400667,2.823679060546864,-0.7526627786861154,1.6016844262946206,2.9214429757362876,4,50.23969650268555,43.52256393432617,30
201,2SRy24tTjBERSmb3FHqzdb,on the sunny side of the street - part 1,5,174373,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.12887320844035854,-1.2465557554615228,0,-0.28391434367512236,1,-0.3188762653667655,1.545529112641443,-0.4250876360028438,1.8232138483558789,0.09200698842675072,-0.6645539931971457,1,-14.476275444030762,-1.7085357904434204,90
202,2cmUadaXBixJGY2x87EMOa,anybody here want to try my cabbage?,7,199293,0,['Maggie Jones'],['7EwPtp3HM2j3uiexxubIU8'],1923,0.12285283504985234,-1.353731385848908,9,-0.6022274945079996,0,-0.2632876013281874,1.5082623915753708,-0.425119674329468,2.577314208842056,0.10753066388040491,-1.2066834654431953,4,-12.823432922363281,0.3934825658798218,90
203,2n13QpmPEINmoTLUAlLCd7,king of the zulas,5,183133,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,-0.16612508769444487,-1.4847238229890456,2,-1.0796972207573152,1,0.05078835048977882,1.5598624668976242,0.028288222925475653,0.4126664114752584,0.006626773431653042,1.69990459249869,4,-18.1458740234375,-33.74966049194336,74
204,2nwxT2BLHn5NjQj0wuEXAu,between the devil and the deep blue sea,5,176400,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.3696881440606068,-1.3457924502646572,5,-0.4029870408385319,1,-0.15488970645296016,1.3964622283771557,-0.34717848207407276,-0.6897306622714415,0.7323586008899861,0.5188848101243003,4,8.080333709716797,-58.74656295776367,94
205,31N4so4BNr6e0Hz2NtmU33,"stomp off, let's go",6,174893,0,"[""Erskine Tate's Vendome Orchestra""]",['5WEy7rY6Km6Qr6hNHHIqko'],1923,0.773053161224522,-0.2581582752223026,8,-0.6161782560568478,1,1.434946085050373,1.5598624668976242,3.056003768231215,0.8412558249889853,1.5822798319775528,0.004674871308869674,4,46.42471694946289,23.98369789123535,45
